order_id,transaction_id,User_ID,Product_ID,quantity,Final_Price(Rs.),net_revenue,date_id,Payment_Method,payment_id,shipping_cost,order_status,order_total,Price (Rs.),Discount_Percent
2236,6236,4566a916,3a0c22e7-4,1,107.5,107.5,220,Net Banking,3,12.37,Delivered,373.8,215.01,50.0
2237,6237,f3431ec8,74232b1e-e,2,336.74,673.48,171,Net Banking,3,15.24,Delivered,673.48,374.15,10.0
2238,6238,6531579c,d037e5a2-4,1,28.12,28.12,26,Credit Card,4,6.52,Delivered,414.35,28.12,0.0
2238,6238,6f8d54a0,30402e41-6,1,386.23,386.23,226,Credit Card,4,6.52,Delivered,414.35,454.39,15.0
2239,6239,028173ef,4efe9fdd-5,1,124.93,124.93,173,Debit Card,2,9.93,Cancelled,124.93,249.86,50.0
2240,6240,6a689dac,7bbb6c0f-c,1,366.53,366.53,103,Cash on Delivery,5,6.13,Returned,366.53,407.25,10.0
2241,6241,a8343047,919c0e4d-0,2,315.88,631.76,307,Net Banking,3,6.1,Delivered,631.76,451.25,30.0
2242,6242,0b010741,b072608e-d,1,39.86,39.86,269,Net Banking,3,7.94,Delivered,39.86,44.29,10.0
2243,6243,5f7fa070,5256329a-b,3,141.48,424.43999999999994,277,Credit Card,4,12.28,Delivered,424.43999999999994,157.2,10.0
2244,6244,9e064b40,912f767d-d,1,84.73,84.73,263,UPI,1,16.77,Delivered,924.61,112.97,25.0
2244,6244,e6a4031d,130534bb-e,1,353.08,353.08,114,Cash on Delivery,5,16.77,Delivered,924.61,415.39,15.0
2244,6244,ac582370,a0aee878-0,2,49.38,98.76,269,Net Banking,3,16.77,Delivered,924.61,70.54,30.0
2244,6244,ad0012f9,2bdb1ae5-9,2,194.02,388.04,207,Debit Card,2,16.77,Delivered,924.61,277.17,30.0
2245,6245,7538d8e4,2f9790c2-a,1,16.9,16.9,303,Net Banking,3,12.28,Delivered,16.9,33.8,50.0
2246,6246,5aa04d8b,9b2eb9f8-b,1,311.9,311.9,150,UPI,1,10.03,Delivered,1167.84,311.9,0.0
2246,6246,61b0a56f,293a38fe-d,2,427.97,855.94,303,Debit Card,2,10.03,Delivered,1167.84,450.5,5.0
2247,6247,8a72634d,2dd9f21a-9,1,142.06,142.06,134,Debit Card,2,6.24,Delivered,142.06,177.58,20.0
2248,6248,28eb571c,a6189391-d,2,186.09,372.18,1,UPI,1,13.25,Delivered,1804.17,186.09,0.0
2248,6248,913acac1,97aa2898-6,1,448.53,448.53,135,Credit Card,4,13.25,Delivered,1804.17,498.37,10.0
2248,6248,3f66002c,0444b3e7-e,3,327.82,983.46,62,Debit Card,2,13.25,Delivered,1804.17,468.31,30.0
2249,6249,376509b0,a2fdbbd6-3,1,331.16,331.16,124,UPI,1,9.07,Delivered,466.27,348.59,5.0
2249,6249,0a3b0205,578ea21f-a,1,11.6,11.6,225,Net Banking,3,9.07,Delivered,466.27,11.6,0.0
2249,6249,0021e458,44fb96a5-a,1,123.51,123.51,324,Net Banking,3,9.07,Delivered,466.27,145.31,15.0
2250,6250,d763b012,fb711bf3-4,4,13.69,54.76,251,Cash on Delivery,5,14.22,Delivered,836.64,16.11,15.02
2250,6250,3cab368a,34053ecd-3,2,390.94,781.88,299,Cash on Delivery,5,14.22,Delivered,836.64,459.93,15.0
2251,6251,e7b928bc,8e83d866-a,1,359.49,359.49,221,UPI,1,19.66,Delivered,601.84,479.32,25.0
2251,6251,72ae5a86,1119a5d9-e,1,242.35,242.35,301,UPI,1,19.66,Delivered,601.84,323.14,25.0
2252,6252,7e725db9,7b620e7c-8,1,268.29,268.29,89,Net Banking,3,6.67,Returned,560.8000000000001,282.41,5.0
2252,6252,892659a7,7da00e52-a,1,234.84,234.84,182,Cash on Delivery,5,6.67,Returned,560.8000000000001,469.67,50.0
2252,6252,48b15e02,2808821f-d,1,57.67,57.67,195,Credit Card,4,6.67,Returned,560.8000000000001,67.85,15.0
2253,6253,6e218819,bade74aa-4,1,21.99,21.99,178,Net Banking,3,8.18,Delivered,464.17,27.49,20.01
2253,6253,a12bcc72,62f53ba1-6,1,279.37,279.37,152,UPI,1,8.18,Delivered,464.17,279.37,0.0
2253,6253,038db720,e7b4c53e-1,1,162.81,162.81,169,Debit Card,2,8.18,Delivered,464.17,325.63,50.0
2254,6254,f6e401ef,758e2e7f-1,2,348.48,696.96,230,UPI,1,12.1,Cancelled,696.96,366.82,5.0
2255,6255,891b68a1,1c418a9a-f,1,196.72,196.72,179,Net Banking,3,19.53,Delivered,655.06,393.43,50.0
2255,6255,afc46410,9a5add4e-2,1,458.34,458.34,35,UPI,1,19.53,Delivered,655.06,458.34,0.0
2256,6256,3b05ed95,f9ab318b-7,1,435.67,435.67,246,Debit Card,2,16.58,Returned,435.67,435.67,0.0
2257,6257,e5964ecd,7c549c30-a,2,257.85,515.7,147,Debit Card,2,18.47,Delivered,1302.6,286.5,10.0
2257,6257,62a96dcf,6ff77386-0,2,143.47,286.94,31,Cash on Delivery,5,18.47,Delivered,1302.6,191.29,25.0
2257,6257,d420adeb,09144443-b,2,249.98,499.96,51,Net Banking,3,18.47,Delivered,1302.6,499.96,50.0
2258,6258,afbfbe33,0e1a71b4-5,1,297.93,297.93,19,UPI,1,10.01,Delivered,1210.89,350.5,15.0
2258,6258,7341f194,c69635d9-f,1,261.21,261.21,275,Debit Card,2,10.01,Delivered,1210.89,326.51,20.0
2258,6258,72996eda,26f8ec46-a,3,217.25,651.75,265,Net Banking,3,10.01,Delivered,1210.89,228.68,5.0
2259,6259,36e2ff8c,6cc0fabb-0,1,36.75,36.75,269,UPI,1,19.88,Cancelled,36.75,38.68,4.99
2260,6260,85c628f0,d30ee264-9,1,182.16,182.16,212,Credit Card,4,6.54,Delivered,182.16,182.16,0.0
2261,6261,4c3cdcb6,1bbfa35f-1,2,21.2,42.4,36,Credit Card,4,5.79,Delivered,425.42,30.28,29.99
2261,6261,b2412a5a,bb939790-9,1,383.02,383.02,57,Net Banking,3,5.79,Delivered,425.42,478.77,20.0
2262,6262,5d5b3af7,46067a09-f,1,196.59,196.59,46,Net Banking,3,17.83,Returned,250.35,393.18,50.0
2262,6262,6845f31e,eb1479f3-f,1,11.06,11.06,85,Cash on Delivery,5,17.83,Returned,250.35,15.8,30.0
2262,6262,3991123d,074ac86a-e,1,42.7,42.7,144,UPI,1,17.83,Returned,250.35,44.95,5.01
2263,6263,f3498014,1c303802-d,1,153.8,153.8,291,Cash on Delivery,5,18.91,Delivered,153.8,205.06,25.0
2264,6264,a429364b,7fd8663b-b,1,262.91,262.91,169,Net Banking,3,6.36,Returned,262.91,375.59,30.0
2265,6265,96f8bb90,e2da2cd0-0,3,254.1,762.3,256,UPI,1,6.7,Delivered,762.3,282.33,10.0
2266,6266,b9fba9b9,c42c9409-d,1,154.69,154.69,287,Net Banking,3,5.5,Cancelled,197.21,220.98,30.0
2266,6266,fb93fc53,9febb427-c,1,42.52,42.52,58,UPI,1,5.5,Cancelled,197.21,56.69,25.0
2267,6267,440ae23c,1b774792-1,1,124.76,124.76,152,Net Banking,3,6.57,Delivered,124.76,138.62,10.0
2268,6268,1ae291af,d8519efa-7,2,215.15,430.3,156,Net Banking,3,8.14,Delivered,430.3,286.86,25.0
2269,6269,efb78e51,9d0e8539-f,1,23.66,23.66,217,UPI,1,19.55,Delivered,503.68,33.8,30.0
2269,6269,31cc9c2c,d18ab621-0,2,240.01,480.02,120,Debit Card,2,19.55,Delivered,503.68,480.02,50.0
2270,6270,1d2c993f,d332a849-4,2,295.6,591.2,111,Credit Card,4,15.02,Cancelled,591.2,328.44,10.0
2271,6271,14a4d873,7ba3966b-5,2,254.46,508.92,305,Net Banking,3,16.68,Delivered,508.92,363.52,30.0
2272,6272,f1cc2d2c,1eda0f3c-9,1,195.46,195.46,156,UPI,1,16.64,Delivered,1203.36,195.46,0.0
2272,6272,09642f7b,677e9d50-8,2,215.81,431.62,287,Credit Card,4,16.64,Delivered,1203.36,269.76,20.0
2272,6272,91619757,965b9199-b,1,377.0,377.0,195,UPI,1,16.64,Delivered,1203.36,377.0,0.0
2272,6272,b7dc85d0,c5b994a5-5,1,199.28,199.28,198,Net Banking,3,16.64,Delivered,1203.36,265.71,25.0
2273,6273,50e8f967,43c1b6b4-6,1,146.74,146.74,103,Net Banking,3,13.03,Delivered,1012.06,154.46,5.0
2273,6273,92770171,53007736-c,3,288.44,865.3199999999999,221,Net Banking,3,13.03,Delivered,1012.06,339.34,15.0
2274,6274,cc5a39bd,c98f8347-4,1,199.69,199.69,105,Credit Card,4,16.96,Delivered,199.69,399.38,50.0
2275,6275,178230e0,ce70b83a-b,2,27.76,55.52,5,Cash on Delivery,5,13.94,Delivered,55.52,32.66,15.0
2276,6276,9fe834ec,0a7f521e-d,1,340.11,340.11,171,Net Banking,3,9.72,Cancelled,340.11,358.01,5.0
2277,6277,12a6e549,fc41815f-e,1,52.46,52.46,271,UPI,1,13.42,Delivered,352.32,52.46,0.0
2277,6277,d9b16d55,f6ffdeea-1,2,149.93,299.86,122,UPI,1,13.42,Delivered,352.32,149.93,0.0
2278,6278,7dd71ecb,8f8a84e9-8,1,367.11,367.11,14,Net Banking,3,13.0,Delivered,367.11,431.89,15.0
2279,6279,133c8a19,b3a6731b-7,2,467.03,934.06,168,Debit Card,2,17.35,Delivered,1366.42,467.03,0.0
2279,6279,316e72b1,41c59c9b-6,2,216.18,432.36,209,Net Banking,3,17.35,Delivered,1366.42,227.56,5.0
2280,6280,fdd0b0b7,f1f419a7-2,1,11.06,11.06,312,Debit Card,2,19.73,Delivered,11.06,22.12,50.0
2281,6281,11541d26,b8eabdb6-0,1,327.24,327.24,25,Net Banking,3,11.17,Delivered,488.58,384.99,15.0
2281,6281,f007a18c,17e4ef98-9,1,161.34,161.34,44,UPI,1,11.17,Delivered,488.58,161.34,0.0
2282,6282,20a55aba,76fa1c92-2,1,321.11,321.11,148,Credit Card,4,16.45,Delivered,321.11,428.15,25.0
2283,6283,9153c543,6eed063d-8,1,242.61,242.61,249,Debit Card,2,6.5,Delivered,242.61,269.57,10.0
2284,6284,db220edd,d9daf14f-5,1,233.29,233.29,88,Net Banking,3,16.65,Delivered,775.87,466.59,50.0
2284,6284,a6021b76,72bf5c3c-e,3,180.86,542.58,241,Net Banking,3,16.65,Delivered,775.87,212.78,15.0
2285,6285,3a2348ca,979b12da-c,1,210.56,210.56,316,Cash on Delivery,5,10.57,Delivered,210.56,233.95,10.0
2286,6286,89368ede,e31e4665-3,2,52.04,104.08,47,Net Banking,3,5.59,Delivered,104.08,57.82,10.0
2287,6287,d995d10a,94d1d4e5-8,1,80.67,80.67,150,Cash on Delivery,5,10.45,Delivered,247.36,100.84,20.0
2287,6287,fc0f137f,7f84540b-f,1,166.69,166.69,227,Credit Card,4,10.45,Delivered,247.36,196.1,15.0
2288,6288,819d4337,a68ea643-5,1,199.83,199.83,292,UPI,1,14.16,Delivered,900.19,249.79,20.0
2288,6288,bcadd0b0,f01362a8-e,2,350.18,700.36,302,Debit Card,2,14.16,Delivered,900.19,368.61,5.0
2289,6289,11a0b7bc,605d4e9a-9,1,36.16,36.16,273,Debit Card,2,6.79,Delivered,36.16,51.66,30.0
2290,6290,260c8ec5,5024d38a-c,2,19.29,38.58,251,Net Banking,3,18.86,Delivered,163.81,20.31,5.02
2290,6290,348cf1e9,f0aa6c04-d,1,77.25,77.25,96,Credit Card,4,18.86,Delivered,163.81,110.36,30.0
2290,6290,160a70d8,73014b58-9,1,47.98,47.98,255,Credit Card,4,18.86,Delivered,163.81,63.98,25.01
2291,6291,4eada12f,f7dc5f39-8,1,204.56,204.56,299,UPI,1,6.17,Delivered,488.08,204.56,0.0
2291,6291,6798abf1,13741e7f-f,1,226.55,226.55,121,Debit Card,2,6.17,Delivered,488.08,323.65,30.0
2291,6291,f85ad600,f07e1c4a-e,1,56.97,56.97,54,Debit Card,2,6.17,Delivered,488.08,56.97,0.0
2292,6292,00db7b85,5e1c0286-d,2,450.9,901.8,116,Net Banking,3,18.95,Cancelled,901.8,474.63,5.0
2293,6293,e186c635,c4ddee78-e,3,202.26,606.78,70,Net Banking,3,15.61,Delivered,1252.22,237.95,15.0
2293,6293,b78454f6,e8bdd051-c,2,200.62,401.24,53,UPI,1,15.61,Delivered,1252.22,267.5,25.0
2293,6293,d0c6808a,4f7e965b-1,2,122.1,244.2,319,Credit Card,4,15.61,Delivered,1252.22,174.43,30.0
2294,6294,18a7315f,81ecd3ab-c,3,386.97,1160.91,140,Net Banking,3,9.95,Delivered,2481.99,455.26,15.0
2294,6294,0bd68fc8,6e3beafc-d,3,440.36,1321.08,324,Net Banking,3,9.95,Delivered,2481.99,489.29,10.0
2295,6295,52afc672,13bca435-3,1,332.47,332.47,125,Debit Card,2,10.86,Delivered,332.47,391.14,15.0
2296,6296,b1c9cd33,6cc3bafb-d,1,420.45,420.45,320,Net Banking,3,16.11,Delivered,822.8299999999999,442.58,5.0
2296,6296,4e493c65,ee2f115e-2,1,402.38,402.38,220,Net Banking,3,16.11,Delivered,822.8299999999999,423.56,5.0
2297,6297,5203df6d,625ff553-e,1,27.19,27.19,271,Credit Card,4,14.02,Delivered,27.19,30.21,10.0
2298,6298,bf9dc5bd,5d86cb7e-c,3,377.73,1133.19,246,Cash on Delivery,5,15.07,Delivered,1133.19,377.73,0.0
2299,6299,2b33b2b6,e20f0e47-6,1,309.34,309.34,134,Net Banking,3,10.84,Delivered,309.34,441.92,30.0
2300,6300,68722b9b,67d7c91c-b,2,491.7,983.4,258,Credit Card,4,12.32,Delivered,983.4,491.7,0.0
2301,6301,1b0d38af,24762d59-0,2,180.12,360.24,176,Cash on Delivery,5,19.85,Delivered,360.24,211.9,15.0
2302,6302,41ea1235,21918b6b-3,1,161.82,161.82,182,Debit Card,2,8.21,Delivered,161.82,323.64,50.0
2303,6303,ad1e2bd6,26feb22b-9,1,146.92,146.92,44,UPI,1,11.27,Delivered,146.92,209.89,30.0
2304,6304,f7c63887,85693781-a,1,101.62,101.62,291,UPI,1,9.38,Delivered,101.62,135.49,25.0
2305,6305,33af27e1,1be08cb5-0,1,289.46,289.46,200,Cash on Delivery,5,16.48,Delivered,707.43,361.82,20.0
2305,6305,3b240cf4,a9f02f8c-1,1,297.68,297.68,223,Debit Card,2,16.48,Delivered,707.43,330.76,10.0
2305,6305,6c54fef2,5d6fed7e-c,1,95.65,95.65,114,Credit Card,4,16.48,Delivered,707.43,112.53,15.0
2305,6305,08a6752d,0ad41cff-3,1,24.64,24.64,133,UPI,1,16.48,Delivered,707.43,25.94,5.01
2306,6306,2c5dc3ec,8df2d84a-8,1,25.09,25.09,318,Net Banking,3,16.46,Delivered,210.57,50.18,50.0
2306,6306,1744051f,73d60386-6,1,185.48,185.48,236,Credit Card,4,16.46,Delivered,210.57,195.24,5.0
2307,6307,1a6c5c08,a6166130-b,1,138.45,138.45,106,UPI,1,9.39,Delivered,1634.2500000000002,197.79,30.0
2307,6307,d6f46477,f9677a24-6,3,361.62,1084.86,218,Net Banking,3,9.39,Delivered,1634.2500000000002,401.8,10.0
2307,6307,82866e0c,6492654a-a,1,410.94,410.94,121,Net Banking,3,9.39,Delivered,1634.2500000000002,410.94,0.0
2308,6308,e6a28a9a,b4df519d-3,3,12.77,38.31,3,Debit Card,2,6.22,Delivered,684.71,17.03,25.01
2308,6308,323b46c6,e7797ea9-2,2,323.2,646.4,239,UPI,1,6.22,Delivered,684.71,340.21,5.0
2309,6309,486bec14,cf82e4f9-e,2,176.77,353.54,138,UPI,1,5.17,Delivered,904.39,176.77,0.0
2309,6309,e54feec5,cef56506-5,1,229.02,229.02,173,UPI,1,5.17,Delivered,904.39,327.17,30.0
2309,6309,de0683d6,bacaf816-0,1,321.83,321.83,108,Net Banking,3,5.17,Delivered,904.39,402.29,20.0
2310,6310,6fc35e9b,0a39406a-e,1,111.14,111.14,49,Cash on Delivery,5,11.41,Delivered,301.74,111.14,0.0
2310,6310,eb5ebf37,1ff000e0-e,1,190.6,190.6,164,Cash on Delivery,5,11.41,Delivered,301.74,200.63,5.0
2311,6311,f6c5b1e3,53a5a769-f,3,291.15,873.4499999999999,102,Credit Card,4,11.16,Delivered,873.4499999999999,415.93,30.0
2312,6312,4e082c18,df40cf3d-6,1,284.55,284.55,126,Cash on Delivery,5,19.83,Delivered,1237.75,334.77,15.0
2312,6312,54f1cc93,63955182-b,4,238.3,953.2,9,Cash on Delivery,5,19.83,Delivered,1237.75,340.43,30.0
2313,6313,ae7b7c68,fde754b4-1,2,422.7,845.4,55,Debit Card,2,12.05,Delivered,845.4,422.7,0.0
2314,6314,6b7e7043,05b50e6a-0,1,105.66,105.66,154,Cash on Delivery,5,8.85,Returned,1227.75,132.08,20.0
2314,6314,7cdc9e1a,8fb834c6-d,2,374.05,748.1,325,UPI,1,8.85,Returned,1227.75,498.73,25.0
2314,6314,e5a5e18d,3fffb302-7,1,373.99,373.99,231,Cash on Delivery,5,8.85,Returned,1227.75,415.54,10.0
2315,6315,176bbab8,5fc89cd5-4,1,198.39,198.39,110,Debit Card,2,18.37,Delivered,198.39,396.78,50.0
2316,6316,0ec44907,731bb929-8,1,113.97,113.97,285,Credit Card,4,12.37,Returned,113.97,162.81,30.0
2317,6317,5ed3f96c,27f8c0d1-a,3,162.18,486.54,249,Net Banking,3,13.99,Delivered,486.54,170.72,5.0
2318,6318,db0be3ef,158fd3b5-2,1,236.53,236.53,137,Net Banking,3,6.44,Delivered,236.53,473.05,50.0
2319,6319,ef63128f,af4922af-0,2,78.14,156.28,201,Cash on Delivery,5,10.74,Delivered,321.35,111.63,30.0
2319,6319,aa5fcb35,cb1d13bc-a,1,165.07,165.07,239,Net Banking,3,10.74,Delivered,321.35,206.34,20.0
2320,6320,a48689fb,51393037-0,1,140.42,140.42,69,Cash on Delivery,5,19.16,Delivered,140.42,140.42,0.0
2321,6321,be52378d,456a22e6-5,1,110.93,110.93,316,Credit Card,4,13.84,Delivered,110.93,116.77,5.0
2322,6322,060cf692,fa76eccc-7,1,45.47,45.47,108,UPI,1,10.17,Delivered,45.47,60.63,25.0
2323,6323,bb9c024b,4f2ee81f-b,1,166.97,166.97,207,Net Banking,3,14.39,Delivered,581.73,196.43,15.0
2323,6323,0b204db3,be68a8d8-7,1,414.76,414.76,306,Debit Card,2,14.39,Delivered,581.73,414.76,0.0
2324,6324,065012c5,a4353860-7,2,258.92,517.84,18,UPI,1,18.66,Delivered,517.84,287.69,10.0
2325,6325,e49bbd21,0aa405c8-b,1,30.83,30.83,106,Debit Card,2,9.11,Delivered,1056.82,41.11,25.01
2325,6325,fed09ac7,8f607500-f,4,243.82,975.28,139,Credit Card,4,9.11,Delivered,1056.82,304.77,20.0
2325,6325,bfc7a09a,6ec7b270-1,1,50.71,50.71,48,Credit Card,4,9.11,Delivered,1056.82,56.34,9.99
2326,6326,aee2eea3,0deb5462-0,1,440.06,440.06,65,Cash on Delivery,5,12.58,Returned,440.06,463.22,5.0
2327,6327,bd42adcc,4a9db56e-b,1,144.77,144.77,132,Cash on Delivery,5,19.38,Cancelled,144.77,206.82,30.0
2328,6328,b1ae1119,c18f0916-4,1,295.32,295.32,166,Net Banking,3,7.59,Delivered,865.8299999999999,347.43,15.0
2328,6328,b6c3219c,694fc02b-a,3,190.17,570.51,198,Debit Card,2,7.59,Delivered,865.8299999999999,190.17,0.0
2329,6329,cd3d2fd4,9937c112-8,2,383.25,766.5,297,Net Banking,3,15.79,Cancelled,766.5,425.83,10.0
2330,6330,ca6f4f5a,51a993a4-f,2,8.58,17.16,99,Cash on Delivery,5,14.22,Cancelled,66.87,10.09,14.97
2330,6330,dce2214a,6e609028-f,3,16.57,49.71,43,Net Banking,3,14.22,Cancelled,66.87,33.14,50.0
2331,6331,4884a43e,dd4ab37f-9,2,315.76,631.52,118,Debit Card,2,15.2,Delivered,631.52,421.02,25.0
2332,6332,97f18950,b1d2560c-7,2,351.87,703.74,119,Net Banking,3,10.27,Delivered,703.74,351.87,0.0
2333,6333,6c7ff37f,83cdbe5b-d,2,234.47,468.94,153,Credit Card,4,9.71,Delivered,468.94,246.81,5.0
2334,6334,dc061c43,4fad634f-d,1,32.24,32.24,243,Net Banking,3,15.26,Delivered,32.24,64.49,50.01
2335,6335,a2f07ba8,b87d7e2c-3,1,230.47,230.47,310,Cash on Delivery,5,8.23,Delivered,230.47,230.47,0.0
2336,6336,215a7f76,c8df4458-3,2,138.95,277.9,18,Debit Card,2,11.29,Delivered,277.9,173.69,20.0
2337,6337,b9cfaba1,01f61e5d-d,1,240.64,240.64,20,Debit Card,2,7.82,Delivered,240.64,253.31,5.0
2338,6338,d7a17cb0,eb885daf-7,3,420.85,1262.5500000000002,221,UPI,1,5.12,Delivered,1407.42,443.0,5.0
2338,6338,7d4bb47e,68fb956a-8,1,144.87,144.87,155,Cash on Delivery,5,5.12,Delivered,1407.42,170.44,15.0
2339,6339,d30c4698,49da2a6d-0,3,90.79,272.37,259,Cash on Delivery,5,19.55,Delivered,272.37,121.05,25.0
2340,6340,ff985431,873a1c84-4,1,19.45,19.45,60,Net Banking,3,11.48,Delivered,118.87,38.91,50.01
2340,6340,b486bdc0,ab545833-e,1,99.42,99.42,103,UPI,1,11.48,Delivered,118.87,198.84,50.0
2341,6341,b247da3d,0cae8a46-9,1,255.19,255.19,79,Debit Card,2,19.54,Delivered,947.39,255.19,0.0
2341,6341,1b4ce378,a45383ed-9,3,92.53,277.59000000000003,15,Credit Card,4,19.54,Delivered,947.39,123.37,25.0
2341,6341,359b71d4,fd8c870e-2,1,414.61,414.61,100,Credit Card,4,19.54,Delivered,947.39,460.68,10.0
2342,6342,aba9b6cd,2171a7a9-3,2,329.27,658.54,181,Net Banking,3,7.1,Cancelled,1271.26,470.39,30.0
2342,6342,05c5eef6,274934eb-1,2,306.36,612.72,297,Credit Card,4,7.1,Cancelled,1271.26,340.4,10.0
2343,6343,5e31c73f,fab11646-d,1,215.82,215.82,110,Net Banking,3,13.81,Delivered,215.82,227.18,5.0
2344,6344,fdcc0170,60dec6bb-a,4,124.02,496.08,178,Cash on Delivery,5,8.01,Delivered,1136.2,145.91,15.0
2344,6344,ec4f4397,310c2d25-b,1,190.96,190.96,228,Credit Card,4,8.01,Delivered,1136.2,272.8,30.0
2344,6344,ac481530,3df02c31-e,2,224.58,449.16,101,Debit Card,2,8.01,Delivered,1136.2,299.44,25.0
2345,6345,931db1ae,c0b2e627-a,1,265.73,265.73,234,Credit Card,4,16.85,Returned,732.71,354.3,25.0
2345,6345,d9b6aafd,fb547e8b-d,1,166.68,166.68,290,Debit Card,2,16.85,Returned,732.71,222.24,25.0
2345,6345,09b07954,eb6be1ca-1,1,300.3,300.3,273,Cash on Delivery,5,16.85,Returned,732.71,316.1,5.0
2346,6346,017b4433,11bc8942-0,2,13.3,26.6,207,Debit Card,2,16.76,Cancelled,818.0600000000001,14.0,5.0
2346,6346,b24dec19,bb49caa3-2,3,263.82,791.46,300,Cash on Delivery,5,16.76,Cancelled,818.0600000000001,376.89,30.0
2347,6347,ac61f504,c6678dfd-e,1,150.29,150.29,269,Debit Card,2,6.69,Delivered,150.29,187.86,20.0
2348,6348,313b6efb,7f15c4cf-6,1,236.7,236.7,127,Cash on Delivery,5,18.68,Delivered,236.7,236.7,0.0
2349,6349,6258f6d7,be05d6b5-2,4,266.36,1065.44,103,UPI,1,7.92,Returned,1065.44,313.37,15.0
2350,6350,842b3cac,9964a78a-f,1,21.32,21.32,104,UPI,1,14.19,Delivered,194.56,30.46,30.01
2350,6350,b2977fc7,57d63443-6,1,173.24,173.24,317,Credit Card,4,14.19,Delivered,194.56,216.55,20.0
2351,6351,72d22971,d415a5a0-0,1,321.55,321.55,265,Cash on Delivery,5,19.78,Delivered,321.55,357.28,10.0
2352,6352,3199bdec,52dab7d3-2,1,390.62,390.62,301,Cash on Delivery,5,18.24,Delivered,688.1800000000001,411.18,5.0
2352,6352,7a87f292,6341d191-8,2,148.78,297.56,36,Credit Card,4,18.24,Delivered,688.1800000000001,198.38,25.0
2353,6353,1ec05b76,c3862bfa-7,3,196.42,589.26,290,Debit Card,2,19.35,Delivered,589.26,245.52,20.0
2354,6354,91bacb2f,0b9b177e-a,1,254.41,254.41,43,Cash on Delivery,5,10.14,Delivered,254.41,339.21,25.0
2355,6355,faed997b,dcae4939-5,2,300.96,601.92,221,Net Banking,3,6.58,Delivered,601.92,300.96,0.0
2356,6356,2ad90cf7,c8dbe801-6,2,21.54,43.08,55,UPI,1,7.83,Returned,142.97,26.92,19.99
2356,6356,0ad19220,ef3686c3-d,1,99.89,99.89,236,Net Banking,3,7.83,Returned,142.97,105.15,5.0
2357,6357,33ec4e9b,708ecda7-d,1,416.88,416.88,108,Credit Card,4,12.51,Delivered,684.0799999999999,463.2,10.0
2357,6357,bbb92935,ef09e847-4,2,133.6,267.2,122,Net Banking,3,12.51,Delivered,684.0799999999999,148.44,10.0
2358,6358,ec6cf96c,3f220d8a-4,1,42.68,42.68,115,UPI,1,16.9,Delivered,42.68,85.36,50.0
2359,6359,ada22b55,2b0c246f-9,1,86.29,86.29,222,UPI,1,7.25,Delivered,576.47,123.27,30.0
2359,6359,7432f04c,7036a176-4,3,41.68,125.04,60,Net Banking,3,7.25,Delivered,576.47,41.68,0.0
2359,6359,295b35ad,5ade36b9-a,2,182.57,365.14,43,Credit Card,4,7.25,Delivered,576.47,260.81,30.0
2360,6360,6365cc96,43f505c8-6,4,18.7,74.8,6,UPI,1,14.9,Returned,74.8,37.39,49.99
2361,6361,7a0f6041,15983b6d-0,1,189.25,189.25,22,Debit Card,2,9.85,Delivered,189.25,222.65,15.0
2362,6362,be6086f7,8255795a-a,2,161.59,323.18,176,Credit Card,4,10.12,Delivered,507.36,179.54,10.0
2362,6362,cd11f9ff,d3cf0826-b,2,92.09,184.18,14,Debit Card,2,10.12,Delivered,507.36,131.56,30.0
2363,6363,618b72c3,9083dac4-8,4,420.41,1681.64,205,Debit Card,2,14.93,Cancelled,1681.64,420.41,0.0
2364,6364,957b2713,a99dea2b-5,3,249.99,749.97,74,Net Banking,3,12.0,Delivered,749.97,263.15,5.0
2365,6365,9cb99a90,3eed3203-4,4,191.54,766.16,243,Debit Card,2,17.18,Delivered,1513.32,191.54,0.0
2365,6365,f65fa62f,8d6a12a7-0,4,186.79,747.16,195,UPI,1,17.18,Delivered,1513.32,373.59,50.0
2366,6366,b1e0160e,ea6be03c-9,1,180.62,180.62,267,Credit Card,4,7.34,Cancelled,391.78,361.24,50.0
2366,6366,d20bbc2b,65461fd8-0,2,105.58,211.16,41,UPI,1,7.34,Cancelled,391.78,211.17,50.0
2367,6367,1ddc65f3,dc145f91-a,1,376.52,376.52,238,Cash on Delivery,5,16.85,Returned,376.52,376.52,0.0
2368,6368,927e4946,326dc1f5-9,2,115.26,230.52,11,UPI,1,5.96,Delivered,230.52,153.68,25.0
2369,6369,5bc7097b,118fb0b7-5,4,77.51,310.04,94,Cash on Delivery,5,7.91,Cancelled,310.04,110.73,30.0
2370,6370,d9b27cae,9f3b277a-9,1,214.57,214.57,174,Credit Card,4,14.84,Delivered,214.57,286.09,25.0
2371,6371,5bf80274,7ad050b2-d,1,383.56,383.56,54,Cash on Delivery,5,17.82,Delivered,383.56,479.45,20.0
2372,6372,10c04728,d0a3f85b-f,2,146.96,293.92,28,Cash on Delivery,5,8.79,Cancelled,597.83,195.95,25.0
2372,6372,2403105a,a7298172-c,1,303.91,303.91,155,Cash on Delivery,5,8.79,Cancelled,597.83,357.54,15.0
2373,6373,346f2c53,06b65d09-0,1,18.99,18.99,12,Cash on Delivery,5,9.91,Returned,197.79,27.13,30.0
2373,6373,e3949f2a,ae94fc57-6,1,71.2,71.2,186,Debit Card,2,9.91,Returned,197.79,83.76,15.0
