Product_ID,Category,brand,price_band
17c41fd0-2,Beauty,Brand B,High
2e625d0a-e,Beauty,Brand A,Medium
81312f44-7,Clothing,Brand D,High
a8594906-d,Books,Brand B,Medium
d2715a4e-f,Clothing,Brand C,High
b82fe130-6,Sports,Brand D,High
68235070-2,Toys,Brand A,High
97f6e07b-a,Beauty,Brand C,High
503beecd-3,Clothing,Brand D,High
034a06a9-0,Home & Kitchen,Brand C,High
1f31c5f9-6,Electronics,Brand D,High
4a2530fc-2,Home & Kitchen,Brand D,High
705d8bd6-e,Sports,Brand B,Medium
21c515e3-9,Beauty,Brand C,Medium
f6a07190-8,Home & Kitchen,Brand C,Medium
9a56685d-c,Electronics,Brand A,Medium
8243d88e-e,Toys,Brand A,Medium
8f2b3ee0-e,Sports,Brand C,Medium
1ef0156f-7,Beauty,Brand B,High
b720ce22-f,Books,Brand B,High
c6712c79-0,Clothing,Brand D,High
5968e23a-f,Sports,Brand A,Medium
868c12ec-1,Electronics,Brand A,Medium
d831b4b9-c,Books,Brand A,High
f70dd60a-e,Electronics,Brand D,High
742b2734-0,Electronics,Brand B,High
fde4af99-e,Electronics,Brand A,High
1005ef1b-8,Beauty,Brand D,Medium
ec854f0f-d,Clothing,Brand C,High
71acfa5b-1,Books,Brand B,High
7d8dd0f0-2,Sports,Brand C,High
59529419-b,Clothing,Brand A,Medium
136578f7-6,Electronics,Brand D,Medium
fe92f8a3-b,Beauty,Brand B,High
88733fae-e,Beauty,Brand A,Medium
a076e727-e,Electronics,Brand B,Medium
f735c522-7,Home & Kitchen,Brand D,High
82cc06cc-0,Toys,Brand D,High
4c32a366-9,Clothing,Brand A,High
6e814027-4,Sports,Brand B,Medium
b1350489-6,Home & Kitchen,Brand D,High
8f95a763-9,Sports,Brand B,Medium
a6a347dd-a,Books,Brand B,High
4d8fc1fb-3,Clothing,Brand C,High
1730de82-d,Books,Brand A,High
ce353020-f,Sports,Brand A,High
db892307-f,Books,Brand B,Low
516465df-c,Sports,Brand C,Medium
576781f7-3,Books,Brand B,High
2ad0fe64-8,Toys,Brand A,Medium
99f4f73c-d,Sports,Brand A,High
0879e7a2-3,Sports,Brand B,High
73db29d6-9,Clothing,Brand B,High
1e824663-0,Beauty,Brand B,Medium
cfdde875-f,Sports,Brand A,High
731d74ce-8,Toys,Brand B,Medium
9c4d9173-9,Books,Brand B,High
a38718aa-1,Clothing,Brand D,High
45eb8579-5,Home & Kitchen,Brand A,High
2f18091d-4,Beauty,Brand B,High
bff57146-b,Clothing,Brand C,High
5e9900af-f,Sports,Brand A,High
4885fdf1-e,Books,Brand B,Low
b5e7c030-b,Toys,Brand B,High
037ddfe3-9,Toys,Brand D,High
1b7806c8-8,Beauty,Brand D,High
8a77898b-8,Sports,Brand A,Medium
5409dd3e-8,Books,Brand D,High
41fbbdbc-9,Electronics,Brand D,High
a526d0bf-9,Books,Brand A,Medium
43084da7-3,Toys,Brand C,High
88283ffc-e,Electronics,Brand B,Medium
2449a91f-2,Sports,Brand B,High
b401dc71-f,Clothing,Brand D,Low
8ab8122b-7,Clothing,Brand B,Medium
f4dc1f9e-3,Toys,Brand D,High
36f6022c-6,Home & Kitchen,Brand A,High
c5776e2b-0,Electronics,Brand A,High
9dd6fa49-2,Home & Kitchen,Brand A,High
b923e620-8,Home & Kitchen,Brand B,Medium
d706b082-4,Electronics,Brand D,Medium
5156c3fe-8,Home & Kitchen,Brand D,Low
9ff96c86-e,Clothing,Brand B,High
de463b7d-8,Beauty,Brand A,Medium
9f25d201-2,Beauty,Brand C,Low
19694848-0,Sports,Brand D,Medium
27ab5568-b,Toys,Brand D,High
addbc2a0-1,Clothing,Brand B,Low
bb2afb7b-9,Sports,Brand C,Low
bea3dc50-a,Toys,Brand A,Low
c6e8e685-2,Toys,Brand D,High
474e681a-a,Home & Kitchen,Brand B,High
41409b71-d,Clothing,Brand C,Medium
d530da77-3,Books,Brand B,High
c48b3198-1,Toys,Brand C,High
268b335a-8,Clothing,Brand B,Medium
54c501ae-e,Toys,Brand C,High
570d72b8-e,Books,Brand D,Medium
55d34999-4,Books,Brand C,High
595ac82f-6,Electronics,Brand A,High
d3fd1a35-2,Sports,Brand D,High
5aff8eb0-a,Books,Brand A,Medium
896761ed-f,Books,Brand D,Medium
a57ea4d6-b,Sports,Brand C,Medium
31dd646d-7,Clothing,Brand D,High
38ca7a74-1,Home & Kitchen,Brand B,Medium
4aa17ee2-e,Beauty,Brand C,High
ed14558a-7,Beauty,Brand B,High
284503ec-c,Home & Kitchen,Brand B,Low
68175273-6,Clothing,Brand B,Low
55b3a852-9,Beauty,Brand B,Medium
a8e54bbb-b,Toys,Brand A,High
ae83104f-9,Home & Kitchen,Brand C,Medium
43630740-4,Home & Kitchen,Brand B,High
c8fd6364-9,Sports,Brand A,High
f0095bdf-b,Home & Kitchen,Brand D,Medium
60552b00-5,Books,Brand B,High
60305bf5-b,Books,Brand B,High
5b444a16-4,Electronics,Brand A,Medium
9ee0c0d9-7,Electronics,Brand D,High
4ee44cb9-b,Beauty,Brand D,High
66d31bcc-5,Sports,Brand A,Medium
5c512226-0,Beauty,Brand B,Medium
2d45fe93-4,Clothing,Brand C,Medium
49360ce8-1,Electronics,Brand A,Medium
e7f6b561-2,Beauty,Brand C,High
ea6832c8-6,Beauty,Brand B,High
b05c6dba-1,Electronics,Brand B,Medium
35f1c343-b,Electronics,Brand D,High
c77431bc-6,Home & Kitchen,Brand B,Medium
adeb9832-4,Books,Brand D,High
e6656e33-1,Toys,Brand D,Medium
a58f35a8-e,Books,Brand B,Medium
ebfe5119-f,Toys,Brand D,High
66d84c63-e,Sports,Brand B,High
e94fcef7-e,Beauty,Brand D,High
4cf74eeb-1,Toys,Brand D,High
7d98618f-2,Toys,Brand B,Low
58f0bb2e-0,Home & Kitchen,Brand C,High
1b8adf6e-1,Toys,Brand A,Medium
6fd4ce69-0,Home & Kitchen,Brand B,High
1cbdb12d-1,Beauty,Brand D,High
5a3adec7-d,Sports,Brand A,Medium
da8e3eb2-c,Sports,Brand C,High
45719f00-6,Beauty,Brand B,High
605dde07-5,Books,Brand D,High
68931536-a,Toys,Brand D,High
7f56151a-9,Beauty,Brand B,High
95e0e113-3,Books,Brand D,Medium
57bd01e9-5,Electronics,Brand A,High
36253681-2,Beauty,Brand D,High
1716680b-f,Home & Kitchen,Brand A,High
d65380b8-b,Clothing,Brand A,High
34a21b40-3,Beauty,Brand B,Medium
3db1bbd1-b,Sports,Brand D,High
34731d18-b,Clothing,Brand A,Low
ab2d6785-a,Sports,Brand D,High
d7790ef9-1,Electronics,Brand A,High
2ac7fc27-9,Sports,Brand C,High
1d60b62b-e,Sports,Brand B,Medium
339b8269-a,Sports,Brand B,Low
085249b5-7,Sports,Brand B,Medium
87d16f8f-2,Sports,Brand A,High
d308f981-5,Home & Kitchen,Brand C,High
06b288a3-1,Clothing,Brand A,High
4e670a5b-8,Sports,Brand B,High
b15b2799-0,Clothing,Brand A,High
22eb5551-c,Home & Kitchen,Brand B,Low
81601d96-c,Sports,Brand D,Low
43e4b99f-6,Toys,Brand A,High
c434508d-3,Beauty,Brand D,Medium
6bf09eaa-b,Home & Kitchen,Brand A,High
070064b0-9,Home & Kitchen,Brand B,Low
d8f7208e-9,Books,Brand D,Medium
1ac7fcaa-4,Sports,Brand A,Medium
40b12e81-a,Home & Kitchen,Brand B,Medium
916025c8-f,Sports,Brand A,High
ad74ed86-b,Electronics,Brand D,High
31068fbd-5,Clothing,Brand A,High
d1eb1bae-e,Toys,Brand A,High
4583a4bf-b,Toys,Brand D,High
d45c3dfa-8,Toys,Brand B,High
f6ac2fc8-b,Electronics,Brand A,Medium
27bd0cd5-0,Books,Brand A,Low
4a7d5999-0,Beauty,Brand C,Medium
be87620f-9,Toys,Brand C,High
3aae97ce-e,Toys,Brand B,High
579ede7a-c,Toys,Brand D,Medium
38d8b02d-4,Clothing,Brand B,High
8a9bc667-9,Books,Brand B,High
0b325fcf-3,Sports,Brand B,High
6d1089e4-9,Books,Brand A,High
9e012e67-8,Electronics,Brand A,High
3e909d12-3,Electronics,Brand B,High
99e30a62-2,Home & Kitchen,Brand B,Medium
1791f55a-d,Sports,Brand C,Medium
5e3bc580-6,Sports,Brand D,High
0ec45da7-5,Electronics,Brand B,Medium
17cc8844-e,Electronics,Brand C,High
fe974b83-c,Clothing,Brand B,Medium
4c54bc3f-1,Beauty,Brand D,High
012b2dda-1,Electronics,Brand B,High
82b6cd96-6,Sports,Brand D,High
d858e6de-f,Books,Brand A,High
94fc7678-1,Home & Kitchen,Brand D,High
57a18d6a-0,Electronics,Brand B,Medium
b83f2b71-b,Toys,Brand C,Low
63590819-0,Toys,Brand A,Low
4cca89d4-4,Clothing,Brand C,High
5d9ef960-1,Home & Kitchen,Brand B,High
1f547b94-e,Beauty,Brand A,Medium
4dc7c4a3-8,Toys,Brand C,High
25ef6419-9,Electronics,Brand B,Medium
3316625a-a,Sports,Brand C,Medium
34a952b4-a,Clothing,Brand D,High
1c38c5f3-a,Home & Kitchen,Brand D,High
b7a796cd-a,Sports,Brand B,Medium
2b5c6c6d-1,Electronics,Brand C,Medium
1967d8b1-1,Beauty,Brand B,Medium
fd3b53af-c,Toys,Brand C,High
451dc78c-3,Books,Brand A,High
707c9b5c-c,Sports,Brand B,High
5e93104b-a,Books,Brand B,High
e32822c0-4,Electronics,Brand C,High
f934d520-d,Books,Brand B,Medium
fe3e592a-f,Home & Kitchen,Brand A,Medium
35303867-3,Books,Brand C,High
272f1feb-4,Sports,Brand C,Medium
87786ea9-7,Clothing,Brand C,High
e2a4b6ca-c,Electronics,Brand A,Medium
8adce88d-f,Beauty,Brand A,High
9c22d058-e,Books,Brand B,High
351120fc-3,Beauty,Brand C,Medium
4263e65c-c,Beauty,Brand A,High
487e8ab5-6,Electronics,Brand D,High
be1966eb-d,Clothing,Brand B,High
31de3bd2-f,Home & Kitchen,Brand A,Medium
8d54a85c-b,Toys,Brand A,High
6f5b3c27-7,Books,Brand A,High
990c64e6-e,Electronics,Brand B,High
a1fb2513-7,Clothing,Brand A,High
38cf2d1c-5,Books,Brand A,High
1a48d1a4-7,Home & Kitchen,Brand D,Medium
13cd0a57-0,Toys,Brand D,Medium
8be86f7a-9,Beauty,Brand D,High
6c517e1f-0,Home & Kitchen,Brand A,Medium
8f262ef1-f,Electronics,Brand D,Medium
e124f0dc-9,Electronics,Brand C,High
3eb56196-f,Books,Brand D,High
b28c2240-7,Beauty,Brand D,Medium
e845627c-e,Home & Kitchen,Brand A,High
3d444ba2-6,Books,Brand C,High
ecbfbc26-8,Electronics,Brand D,High
d09b26d9-0,Beauty,Brand A,Low
89e30633-9,Beauty,Brand C,High
244ed32c-a,Books,Brand D,Medium
75d4498d-1,Electronics,Brand A,High
289544ad-2,Sports,Brand C,High
6e225e67-8,Books,Brand D,High
156f7e2b-9,Home & Kitchen,Brand C,Medium
2a3c4165-1,Sports,Brand C,Medium
ac3960d0-3,Toys,Brand A,Low
0bf21190-0,Home & Kitchen,Brand B,High
0afa4ac3-f,Toys,Brand C,Medium
cd56e7a6-9,Clothing,Brand C,Medium
9885fa19-4,Books,Brand C,High
51f64685-1,Sports,Brand C,High
a315c8f4-1,Clothing,Brand C,High
0bc9709c-1,Beauty,Brand B,Medium
c54c70f9-c,Clothing,Brand A,High
d0feadab-5,Sports,Brand B,High
cf241107-4,Toys,Brand A,Medium
2228c622-f,Electronics,Brand B,Medium
3a0742ad-c,Toys,Brand A,High
119fec0d-2,Beauty,Brand D,High
73b70ac2-6,Toys,Brand C,High
3ebedb00-4,Home & Kitchen,Brand A,High
0b4dc863-c,Clothing,Brand A,Medium
09a09097-c,Electronics,Brand C,High
ee6efec8-8,Books,Brand D,High
656c4717-e,Sports,Brand C,High
afda448a-a,Books,Brand A,Medium
98991933-6,Home & Kitchen,Brand A,High
748793a0-2,Clothing,Brand C,Medium
ad81fe37-e,Books,Brand B,Medium
7936a1cb-1,Books,Brand C,High
7121fc95-b,Books,Brand A,Medium
b1f1cec7-8,Electronics,Brand A,High
cc0deb02-8,Toys,Brand A,High
f9d9bdde-6,Beauty,Brand D,High
cb7235e5-6,Clothing,Brand C,Medium
63966cd3-e,Clothing,Brand D,Medium
080b71c4-4,Sports,Brand C,Medium
e77e1af7-5,Electronics,Brand D,Medium
4d8f3de2-c,Electronics,Brand B,High
e3574b61-1,Sports,Brand A,Low
de176f57-6,Sports,Brand A,High
581977ad-e,Home & Kitchen,Brand C,Low
2a7b7a77-b,Clothing,Brand A,High
81b33def-9,Books,Brand D,High
2e895596-b,Sports,Brand B,Medium
d570140f-e,Electronics,Brand D,High
780f63d6-5,Beauty,Brand D,High
08c3ba2b-2,Beauty,Brand C,Medium
28714133-6,Beauty,Brand A,High
aa9b03db-e,Toys,Brand D,Medium
37dd32b9-2,Toys,Brand C,Medium
0c531a40-9,Electronics,Brand D,High
78ba3547-b,Toys,Brand D,High
e957083c-5,Home & Kitchen,Brand D,High
d8db72ab-c,Beauty,Brand C,High
40ca8015-7,Toys,Brand B,Medium
3baea861-d,Beauty,Brand D,High
25cd002f-e,Sports,Brand D,High
2a124c4b-6,Beauty,Brand C,High
c7432ae5-d,Beauty,Brand A,Medium
10f600e2-a,Home & Kitchen,Brand B,High
090421d9-5,Books,Brand C,Medium
80b28ec1-1,Sports,Brand A,High
f2c895cb-2,Clothing,Brand C,High
17d2f080-1,Electronics,Brand C,Medium
97332847-9,Beauty,Brand B,High
ccd15bd9-f,Sports,Brand B,Medium
7b67e89b-6,Toys,Brand B,High
82a78612-e,Clothing,Brand B,Medium
14607706-8,Sports,Brand A,Medium
60d1aaff-6,Books,Brand D,High
e4c4fb8c-b,Sports,Brand C,Medium
f83c9a9f-8,Home & Kitchen,Brand B,High
b3d1ba0f-3,Books,Brand D,High
f5f63eca-8,Sports,Brand A,High
36c32f94-e,Electronics,Brand B,Medium
42f0e639-2,Electronics,Brand C,Medium
0764f6d3-c,Beauty,Brand D,High
b93bd2ee-b,Clothing,Brand B,High
6e039e31-8,Electronics,Brand C,Low
66150296-4,Toys,Brand D,High
69c701b5-e,Clothing,Brand C,Low
492eb03f-1,Beauty,Brand A,High
65d4a06c-3,Beauty,Brand B,High
72646c94-a,Books,Brand B,High
a0d2dea3-a,Clothing,Brand C,High
325aa7df-2,Books,Brand D,Low
df9f33f5-1,Books,Brand B,High
0903f466-f,Toys,Brand C,Medium
f9e78c04-0,Clothing,Brand A,High
7f74df77-2,Toys,Brand B,High
1df2222c-7,Electronics,Brand C,Medium
bf6ca00b-4,Home & Kitchen,Brand D,Medium
04dcad68-2,Beauty,Brand B,Medium
4b2d81b8-b,Beauty,Brand B,High
c612b025-d,Toys,Brand A,High
74a1e24e-f,Books,Brand C,High
22678cd9-e,Sports,Brand D,High
22c19343-0,Clothing,Brand A,High
db26458e-0,Home & Kitchen,Brand A,High
3636152c-4,Books,Brand A,High
4c69c893-e,Beauty,Brand C,High
279b80d2-3,Toys,Brand C,Medium
f8a2586c-3,Home & Kitchen,Brand B,High
bda21a04-9,Sports,Brand C,Medium
fa789197-d,Home & Kitchen,Brand A,High
359b2172-9,Sports,Brand C,Medium
0e9d8aba-c,Clothing,Brand D,High
e101ab76-7,Clothing,Brand B,Medium
7baf5c66-7,Books,Brand A,Medium
4fc43503-b,Electronics,Brand B,High
a8d1277a-0,Home & Kitchen,Brand C,Medium
b6bb1f4b-5,Toys,Brand B,High
5ce04406-8,Toys,Brand B,Medium
dc38ea60-a,Toys,Brand C,High
76aa1ea0-8,Home & Kitchen,Brand B,High
73b63a9d-3,Beauty,Brand C,Medium
5d4c0577-0,Sports,Brand A,High
23e94b32-e,Sports,Brand B,High
db2c1f3e-1,Clothing,Brand D,Low
b3684052-7,Clothing,Brand D,High
a0e0a691-6,Beauty,Brand A,High
6bb7c64c-e,Home & Kitchen,Brand C,Medium
d00045a5-7,Toys,Brand C,High
268ce5a6-f,Toys,Brand B,High
e86bbd6a-c,Electronics,Brand B,High
9f6995da-c,Electronics,Brand D,High
9d7b3a40-1,Electronics,Brand D,Medium
11d34f7e-2,Toys,Brand C,High
25c1502c-f,Electronics,Brand D,High
77c8ac60-9,Home & Kitchen,Brand C,Low
f14c6602-a,Electronics,Brand A,High
cc6afc23-3,Electronics,Brand A,High
5a8e414b-b,Sports,Brand D,High
66735ed7-1,Books,Brand B,Medium
f7e0f6f0-f,Clothing,Brand D,High
f88ccf3d-d,Home & Kitchen,Brand D,High
d2c5913e-a,Home & Kitchen,Brand D,High
05a68613-e,Clothing,Brand B,Medium
88556210-7,Beauty,Brand D,Medium
4ec3a5c5-c,Books,Brand B,Medium
2bff9cc4-4,Home & Kitchen,Brand D,Low
d1db315e-8,Sports,Brand B,High
49cf6bb4-d,Toys,Brand B,Medium
2933f49f-c,Sports,Brand B,Medium
46a92f74-2,Sports,Brand B,High
6f9c6a73-0,Beauty,Brand B,Low
476bde88-a,Electronics,Brand A,Medium
7fdb1426-8,Books,Brand C,Medium
9d19438f-d,Toys,Brand C,High
b33afedd-a,Books,Brand B,High
dc1f1f13-f,Books,Brand C,Medium
67eaf6d5-5,Electronics,Brand B,High
e876784d-7,Electronics,Brand D,High
d9dd7305-e,Electronics,Brand A,High
cae07d8a-c,Clothing,Brand D,High
791be972-6,Books,Brand D,Medium
8b7d3acc-5,Beauty,Brand B,High
0063786d-0,Electronics,Brand D,High
74c0aea6-2,Clothing,Brand A,Medium
6a8083d3-7,Home & Kitchen,Brand D,High
ccf9f689-6,Home & Kitchen,Brand A,Medium
0595e396-b,Sports,Brand A,High
e10f1782-1,Home & Kitchen,Brand B,High
a371102e-f,Clothing,Brand A,Medium
c7ba1a27-a,Clothing,Brand D,High
3a3431c0-1,Clothing,Brand B,High
13e61b83-0,Electronics,Brand A,High
7bf2973a-6,Toys,Brand A,High
88a957e9-b,Books,Brand C,Medium
75a51dbb-6,Electronics,Brand B,Medium
d70c88d3-b,Electronics,Brand C,Medium
1dc9eade-e,Clothing,Brand A,High
2d8544d7-8,Electronics,Brand C,High
706a6f3e-9,Books,Brand D,Low
9c03e74e-5,Books,Brand D,Medium
ab136d2e-f,Home & Kitchen,Brand A,Medium
23eca2e3-4,Books,Brand C,High
25458e74-d,Clothing,Brand C,High
e02c6641-8,Toys,Brand B,Medium
83154e70-7,Electronics,Brand D,Medium
ef8797ac-e,Sports,Brand D,Medium
ba30a600-6,Home & Kitchen,Brand B,Medium
7d1006e3-7,Home & Kitchen,Brand D,High
6e863b90-e,Sports,Brand C,Medium
018f23ea-7,Home & Kitchen,Brand C,High
07cfc2fd-6,Clothing,Brand D,High
2d07d366-7,Toys,Brand B,High
f580de18-9,Toys,Brand A,Medium
1f32d8cc-c,Books,Brand A,Medium
ae353616-c,Books,Brand A,Low
9110011e-9,Clothing,Brand A,High
23c39afd-4,Clothing,Brand C,High
a536d3c3-c,Toys,Brand A,High
34469e0b-6,Sports,Brand C,Low
475d4cf1-c,Sports,Brand C,High
96122269-e,Electronics,Brand A,High
d1980e92-c,Sports,Brand A,Medium
1fc03817-d,Toys,Brand A,High
654b3879-5,Home & Kitchen,Brand D,High
f4a06faf-9,Home & Kitchen,Brand D,High
77b29710-2,Electronics,Brand B,Medium
41f528fa-5,Sports,Brand C,High
538ed23f-d,Sports,Brand A,High
793513ba-9,Beauty,Brand D,High
474c66bf-3,Beauty,Brand B,High
a567dafc-5,Home & Kitchen,Brand C,High
ae06fbe8-0,Clothing,Brand C,Medium
2257fd97-e,Clothing,Brand C,Low
4d57ddaa-d,Home & Kitchen,Brand D,High
4023a06e-7,Home & Kitchen,Brand A,Medium
57b42657-b,Clothing,Brand A,High
0de2edaa-c,Home & Kitchen,Brand C,High
75aef9df-6,Books,Brand C,Medium
0db55b23-5,Home & Kitchen,Brand B,Low
f04a8aad-e,Electronics,Brand B,Low
4b41a5fc-3,Clothing,Brand C,High
151f3148-4,Sports,Brand B,High
c548cf2c-b,Home & Kitchen,Brand D,Medium
f2da22e6-4,Electronics,Brand C,Low
540fc545-b,Clothing,Brand B,High
5c0ef37f-2,Books,Brand C,High
26dc7c92-a,Sports,Brand A,Medium
0e60eaee-3,Toys,Brand D,Medium
6bbc1f47-3,Electronics,Brand C,High
f42e7272-8,Books,Brand A,Medium
d4d94ba1-7,Sports,Brand C,Medium
077b1915-4,Sports,Brand A,High
68c330d6-1,Sports,Brand B,High
df7930b9-d,Electronics,Brand A,Low
e11763da-d,Clothing,Brand D,Medium
8dff29eb-7,Sports,Brand D,High
b896f670-9,Home & Kitchen,Brand B,High
dce0fa17-a,Beauty,Brand C,High
c5bb69e8-1,Electronics,Brand D,High
cd387cb1-7,Electronics,Brand B,Medium
ba2c4d0b-b,Beauty,Brand D,High
ed543135-8,Electronics,Brand B,Medium
35efff39-b,Electronics,Brand D,High
ab0bb71f-3,Books,Brand B,High
b6b50ccf-6,Clothing,Brand D,High
f715aa03-c,Home & Kitchen,Brand C,High
6a90f71c-1,Beauty,Brand A,High
463221f1-b,Books,Brand D,Medium
c97eb78f-6,Toys,Brand B,High
b69ff3d5-0,Beauty,Brand C,Medium
ce33c092-3,Electronics,Brand D,High
3a7449b5-2,Sports,Brand B,High
88ac9198-a,Books,Brand A,High
ad1f054b-2,Electronics,Brand B,High
e83298b7-c,Electronics,Brand D,High
3c274f70-1,Sports,Brand B,High
4b0a0467-d,Books,Brand B,High
0b8e93ab-1,Home & Kitchen,Brand A,High
59dc4ca6-c,Home & Kitchen,Brand D,High
93701244-6,Books,Brand D,High
99ec5f3d-c,Electronics,Brand A,Medium
ca5ffc90-b,Beauty,Brand C,Low
70f6b05e-c,Home & Kitchen,Brand B,High
94754bb1-a,Home & Kitchen,Brand B,Medium
dfc784ec-d,Toys,Brand B,Medium
81e3d510-3,Electronics,Brand D,Low
48cdb5fa-a,Clothing,Brand D,High
c908ffae-d,Home & Kitchen,Brand B,High
f0b7f510-3,Books,Brand D,High
491c3a0b-4,Beauty,Brand A,High
cf11150e-3,Toys,Brand A,High
786e085b-a,Home & Kitchen,Brand D,High
9cd2cba7-7,Home & Kitchen,Brand B,Medium
c70fab41-e,Books,Brand B,High
c070b4b6-1,Beauty,Brand B,High
cb57e30b-c,Home & Kitchen,Brand B,High
d81f1f28-e,Electronics,Brand D,Medium
1d0dfece-f,Home & Kitchen,Brand C,High
5284add4-d,Clothing,Brand C,Medium
38210005-e,Books,Brand B,High
309e09ed-b,Home & Kitchen,Brand B,High
3ce3e465-d,Books,Brand B,High
a1d355b7-1,Home & Kitchen,Brand C,Medium
135f9af5-5,Books,Brand A,High
7dcce976-1,Books,Brand C,High
deec827a-3,Toys,Brand D,High
fb79fc41-8,Sports,Brand C,High
05611fde-f,Sports,Brand D,Medium
ab4d89bc-5,Beauty,Brand B,High
48231ccc-5,Electronics,Brand D,Medium
bf113b2f-5,Home & Kitchen,Brand B,High
ba7748c5-6,Beauty,Brand A,High
650cfb0b-7,Home & Kitchen,Brand B,High
0d489bb6-4,Toys,Brand B,High
329af66f-e,Beauty,Brand A,Medium
ea8fb66a-8,Sports,Brand B,High
89a71662-4,Electronics,Brand B,Medium
3b188e25-6,Toys,Brand B,High
9290dba4-3,Sports,Brand C,Low
d7dc3c83-7,Beauty,Brand D,High
a2075783-1,Books,Brand B,Medium
e716e837-9,Home & Kitchen,Brand C,Medium
7d443016-7,Beauty,Brand B,Medium
e94d9977-3,Home & Kitchen,Brand D,High
1a0925e6-3,Clothing,Brand B,Medium
afb2d617-c,Sports,Brand D,High
06506e6c-8,Beauty,Brand C,High
94d72c63-f,Toys,Brand C,Medium
efd0a0a2-6,Clothing,Brand B,Low
aaefb8df-e,Books,Brand A,High
793480ee-d,Home & Kitchen,Brand D,Low
d2f40c10-8,Sports,Brand B,High
d78da125-0,Books,Brand C,High
c883cfbc-e,Electronics,Brand B,Medium
0ac98a57-a,Books,Brand D,Medium
3c4e266b-1,Home & Kitchen,Brand B,High
46af5cdd-0,Electronics,Brand D,High
843b8f99-f,Clothing,Brand C,Medium
03f4ca3b-8,Clothing,Brand A,High
ef4f7c42-e,Books,Brand A,High
7c7054b6-b,Electronics,Brand C,Low
b6add811-e,Electronics,Brand C,High
70038a77-7,Toys,Brand B,Medium
d65d0c73-0,Electronics,Brand C,High
102c84db-6,Sports,Brand C,Medium
6714d9f5-0,Beauty,Brand D,High
c5e4d064-f,Beauty,Brand B,High
c850d4a5-9,Clothing,Brand D,Low
42e7f495-0,Home & Kitchen,Brand B,High
9a544065-a,Beauty,Brand B,Medium
a6326e35-d,Clothing,Brand A,Medium
7c30f0b9-c,Electronics,Brand A,High
14f61c03-2,Beauty,Brand C,Medium
099b46cb-1,Home & Kitchen,Brand B,Medium
16d121ec-a,Books,Brand C,Low
631f0593-2,Books,Brand D,High
90518d68-1,Clothing,Brand C,High
880c9bdf-3,Clothing,Brand D,High
f0bf4f4a-e,Home & Kitchen,Brand A,Medium
aaf35eae-2,Beauty,Brand A,High
3a293082-5,Toys,Brand D,Medium
8ed95f0b-0,Toys,Brand D,High
ec7ee1d8-c,Clothing,Brand D,High
0b599874-2,Books,Brand C,Low
6280a914-4,Books,Brand D,High
0169a3ab-a,Electronics,Brand B,High
253d232c-e,Beauty,Brand D,High
2c0caa2e-4,Clothing,Brand A,High
df647eab-1,Sports,Brand D,High
7004654f-0,Toys,Brand A,High
9824cc72-0,Home & Kitchen,Brand A,Medium
eecc66fb-1,Clothing,Brand C,High
ac5c0b1b-5,Beauty,Brand D,Low
fd5ff259-b,Clothing,Brand A,High
a5869197-0,Clothing,Brand B,High
477dbdaa-9,Toys,Brand D,Medium
11fb33c7-a,Books,Brand D,Medium
e907f4d3-9,Beauty,Brand A,High
50abae2d-e,Home & Kitchen,Brand C,High
d4f0c64c-7,Toys,Brand C,Low
385838a7-e,Electronics,Brand D,High
6a9280ea-2,Toys,Brand D,High
a2ca0417-c,Books,Brand C,High
4efbd6fd-1,Electronics,Brand C,High
203b195c-f,Toys,Brand B,Medium
69c85c6c-4,Electronics,Brand D,Medium
dc3e57fa-e,Electronics,Brand D,High
089c1cdd-0,Clothing,Brand D,Medium
71a834ba-5,Books,Brand C,Medium
be08cab2-c,Beauty,Brand A,High
909e867e-a,Home & Kitchen,Brand B,High
ec8c9491-b,Toys,Brand C,High
633b2814-6,Clothing,Brand C,High
6f74258e-5,Home & Kitchen,Brand B,High
a476f50b-b,Electronics,Brand D,Medium
e812760e-5,Toys,Brand A,Medium
d885509a-e,Toys,Brand B,High
669c2558-4,Beauty,Brand A,High
f412ae56-7,Clothing,Brand D,High
aa0dd417-1,Sports,Brand A,High
c10b4517-2,Books,Brand D,High
3b81e1b0-2,Beauty,Brand C,Medium
b6a495f7-3,Books,Brand D,High
bdff5ceb-a,Clothing,Brand B,High
a0522f4e-1,Toys,Brand B,Medium
ba62c94d-d,Beauty,Brand D,High
925e172b-3,Toys,Brand D,High
f12eee5a-c,Beauty,Brand C,Medium
1fb11b6f-9,Books,Brand C,Medium
9248f11b-8,Home & Kitchen,Brand D,Medium
ad17107c-3,Sports,Brand A,High
148cb3f3-1,Beauty,Brand C,High
33b219e4-0,Toys,Brand B,Medium
2efe483e-1,Sports,Brand C,High
72bc456d-d,Sports,Brand C,Low
d45881db-8,Clothing,Brand C,High
76fabe22-a,Clothing,Brand C,Low
0a39160c-f,Electronics,Brand D,High
5a620590-5,Beauty,Brand C,Medium
d986c065-8,Books,Brand A,High
a4744089-d,Home & Kitchen,Brand C,High
e7b0cef4-d,Books,Brand C,Medium
fc58d2fa-b,Beauty,Brand B,High
5c4dbe08-e,Beauty,Brand C,High
7b13c22d-e,Sports,Brand B,Medium
38362f6f-1,Electronics,Brand B,High
c7008243-5,Sports,Brand D,High
6eaf6197-0,Toys,Brand B,Medium
4b7aeeb4-d,Toys,Brand B,High
